Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
Q8NBM8	PCYXL_HUMAN	78991	9606	ENSG00000145882	PCYOX1L	prenylcysteine oxidase 1 like	protein-coding
Q9NZQ7	PD1L1_HUMAN	29126	9606	ENSG00000120217	CD274	CD274 molecule	protein-coding
Q9BQ51	PD1L2_HUMAN	80380	9606	ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	protein-coding
Q9Y5Y4	PD2R2_HUMAN	11251	9606	ENSG00000183134	PTGDR2	prostaglandin D2 receptor 2	protein-coding
Q13258	PD2R_HUMAN	5729	9606	ENSG00000168229	PTGDR	prostaglandin D2 receptor	protein-coding
Q9BUL8	PDC10_HUMAN	11235	9606	ENSG00000114209	PDCD10	programmed cell death 10	protein-coding
Q8WUM4	PDC6I_HUMAN	10015	9606	ENSG00000170248	PDCD6IP	programmed cell death 6 interacting protein	protein-coding
Q15116	PDCD1_HUMAN	5133	9606	ENSG00000188389	PDCD1	programmed cell death 1	protein-coding
Q15116	PDCD1_HUMAN	5133	9606	ENSG00000276977	PDCD1	programmed cell death 1	protein-coding
Q16342	PDCD2_HUMAN	5134	9606	ENSG00000071994	PDCD2	programmed cell death 2	protein-coding
Q53EL6	PDCD4_HUMAN	27250	9606	ENSG00000150593	PDCD4	programmed cell death 4	protein-coding
O14737	PDCD5_HUMAN	9141	9606	ENSG00000105185	PDCD5	programmed cell death 5	protein-coding
O75340	PDCD6_HUMAN	10016	9606	ENSG00000249915	PDCD6	programmed cell death 6	protein-coding
Q8N8D1	PDCD7_HUMAN	10081	9606	ENSG00000090470	PDCD7	programmed cell death 7	protein-coding
Q8N4E4	PDCL2_HUMAN	132954	9606	ENSG00000163440	PDCL2	phosducin like 2	protein-coding
Q9H2J4	PDCL3_HUMAN	79031	9606	ENSG00000115539	PDCL3	phosducin like 3	protein-coding
Q9BRP1	PDD2L_HUMAN	84306	9606	ENSG00000126249	PDCD2L	programmed cell death 2 like	protein-coding
Q9Y233	PDE10_HUMAN	10846	9606	ENSG00000112541	PDE10A	phosphodiesterase 10A	protein-coding
Q9HCR9	PDE11_HUMAN	50940	9606	ENSG00000128655	PDE11A	phosphodiesterase 11A	protein-coding
Q6L8Q7	PDE12_HUMAN	201626	9606	ENSG00000174840	PDE12	phosphodiesterase 12	protein-coding
P54750	PDE1A_HUMAN	5136	9606	ENSG00000115252	PDE1A	phosphodiesterase 1A	protein-coding
Q01064	PDE1B_HUMAN	5153	9606	ENSG00000123360	PDE1B	phosphodiesterase 1B	protein-coding
Q14123	PDE1C_HUMAN	5137	9606	ENSG00000154678	PDE1C	phosphodiesterase 1C	protein-coding
O00408	PDE2A_HUMAN	5138	9606	ENSG00000186642	PDE2A	phosphodiesterase 2A	protein-coding
Q14432	PDE3A_HUMAN	5139	9606	ENSG00000172572	PDE3A	phosphodiesterase 3A	protein-coding
Q13370	PDE3B_HUMAN	5140	9606	ENSG00000152270	PDE3B	phosphodiesterase 3B	protein-coding
P27815	PDE4A_HUMAN	5141	9606	ENSG00000065989	PDE4A	phosphodiesterase 4A	protein-coding
Q07343	PDE4B_HUMAN	5142	9606	ENSG00000184588	PDE4B	phosphodiesterase 4B	protein-coding
Q08493	PDE4C_HUMAN	5143	9606	ENSG00000105650	PDE4C	phosphodiesterase 4C	protein-coding
Q08499	PDE4D_HUMAN	5144	9606	ENSG00000113448	PDE4D	phosphodiesterase 4D	protein-coding
O76074	PDE5A_HUMAN	8654	9606	ENSG00000138735	PDE5A	phosphodiesterase 5A	protein-coding
P16499	PDE6A_HUMAN	5145	9606	ENSG00000132915	PDE6A	phosphodiesterase 6A	protein-coding
P35913	PDE6B_HUMAN	5158	9606	ENSG00000133256	PDE6B	phosphodiesterase 6B	protein-coding
P51160	PDE6C_HUMAN	5146	9606	ENSG00000095464	PDE6C	phosphodiesterase 6C	protein-coding
O43924	PDE6D_HUMAN	5147	9606	ENSG00000156973	PDE6D	phosphodiesterase 6D	protein-coding
Q13946	PDE7A_HUMAN	5150	9606	ENSG00000205268	PDE7A	phosphodiesterase 7A	protein-coding
Q9NP56	PDE7B_HUMAN	27115	9606	ENSG00000171408	PDE7B	phosphodiesterase 7B	protein-coding
O60658	PDE8A_HUMAN	5151	9606	ENSG00000073417	PDE8A	phosphodiesterase 8A	protein-coding
O95263	PDE8B_HUMAN	8622	9606	ENSG00000113231	PDE8B	phosphodiesterase 8B	protein-coding
O76083	PDE9A_HUMAN	5152	9606	ENSG00000160191	PDE9A	phosphodiesterase 9A	protein-coding
A5PLL7	PDES1_HUMAN	387521	9606	ENSG00000240849	TMEM189	transmembrane protein 189	protein-coding
A5PLL7	PDES1_HUMAN	387522	9606	ENSG00000240849	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	protein-coding
P04085	PDGFA_HUMAN	5154	9606	ENSG00000197461	PDGFA	platelet derived growth factor subunit A	protein-coding
P01127	PDGFB_HUMAN	5155	9606	ENSG00000100311	PDGFB	platelet derived growth factor subunit B	protein-coding
Q9NRA1	PDGFC_HUMAN	56034	9606	ENSG00000145431	PDGFC	platelet derived growth factor C	protein-coding
Q9GZP0	PDGFD_HUMAN	80310	9606	ENSG00000170962	PDGFD	platelet derived growth factor D	protein-coding
P07237	PDIA1_HUMAN	5034	9606	ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta	protein-coding
Q13087	PDIA2_HUMAN	64714	9606	ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	protein-coding
P30101	PDIA3_HUMAN	2923	9606	ENSG00000167004	PDIA3	protein disulfide isomerase family A member 3	protein-coding
P13667	PDIA4_HUMAN	9601	9606	ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4	protein-coding
Q14554	PDIA5_HUMAN	10954	9606	ENSG00000065485	PDIA5	protein disulfide isomerase family A member 5	protein-coding
Q15084	PDIA6_HUMAN	10130	9606	ENSG00000143870	PDIA6	protein disulfide isomerase family A member 6	protein-coding
Q8N807	PDILT_HUMAN	204474	9606	ENSG00000169340	PDILT	protein disulfide isomerase like, testis expressed	protein-coding
Q9Y2S7	PDIP2_HUMAN	26073	9606	ENSG00000004142	POLDIP2	DNA polymerase delta interacting protein 2	protein-coding
Q9BY77	PDIP3_HUMAN	84271	9606	ENSG00000100227	POLDIP3	DNA polymerase delta interacting protein 3	protein-coding
Q8N165	PDK1L_HUMAN	149420	9606	ENSG00000175087	PDIK1L	PDLIM1 interacting kinase 1 like	protein-coding
Q15118	PDK1_HUMAN	5163	9606	ENSG00000152256	PDK1	pyruvate dehydrogenase kinase 1	protein-coding
Q15119	PDK2_HUMAN	5164	9606	ENSG00000005882	PDK2	pyruvate dehydrogenase kinase 2	protein-coding
Q15120	PDK3_HUMAN	5165	9606	ENSG00000067992	PDK3	pyruvate dehydrogenase kinase 3	protein-coding
Q16654	PDK4_HUMAN	5166	9606	ENSG00000004799	PDK4	pyruvate dehydrogenase kinase 4	protein-coding
O00151	PDLI1_HUMAN	9124	9606	ENSG00000107438	PDLIM1	PDZ and LIM domain 1	protein-coding
Q96JY6	PDLI2_HUMAN	64236	9606	ENSG00000120913	PDLIM2	PDZ and LIM domain 2	protein-coding
Q53GG5	PDLI3_HUMAN	27295	9606	ENSG00000154553	PDLIM3	PDZ and LIM domain 3	protein-coding
P50479	PDLI4_HUMAN	8572	9606	ENSG00000131435	PDLIM4	PDZ and LIM domain 4	protein-coding
Q96HC4	PDLI5_HUMAN	10611	9606	ENSG00000163110	PDLIM5	PDZ and LIM domain 5	protein-coding
Q9NR12	PDLI7_HUMAN	9260	9606	ENSG00000196923	PDLIM7	PDZ and LIM domain 7	protein-coding
Q9P0J1	PDP1_HUMAN	54704	9606	ENSG00000164951	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding
Q9P2J9	PDP2_HUMAN	57546	9606	ENSG00000172840	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	protein-coding
Q8WWR9	PDPFL_HUMAN	492307	9606	ENSG00000168333	PPDPFL	pancreatic progenitor cell differentiation and proliferation factor like	protein-coding
O15530	PDPK1_HUMAN	5170	9606	ENSG00000140992	PDPK1	3-phosphoinositide dependent protein kinase 1	protein-coding
Q86YL7	PDPN_HUMAN	10630	9606	ENSG00000162493	PDPN	podoplanin	protein-coding
Q8NCN5	PDPR_HUMAN	55066	9606	ENSG00000090857	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	protein-coding
Q9NUG6	PDRG1_HUMAN	81572	9606	ENSG00000088356	PDRG1	p53 and DNA damage regulated 1	protein-coding
Q29RF7	PDS5A_HUMAN	23244	9606	ENSG00000121892	PDS5A	PDS5 cohesin associated factor A	protein-coding
Q9NTI5	PDS5B_HUMAN	23047	9606	ENSG00000083642	PDS5B	PDS5 cohesin associated factor B	protein-coding
P52945	PDX1_HUMAN	3651	9606	ENSG00000139515	PDX1	pancreatic and duodenal homeobox 1	protein-coding
Q6P996	PDXD1_HUMAN	23042	9606	ENSG00000179889	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	protein-coding
Q6P996	PDXD1_HUMAN	23042	9606	ENSG00000275498	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	protein-coding
O00764	PDXK_HUMAN	8566	9606	ENSG00000160209	PDXK	pyridoxal kinase	protein-coding
Q9NZ53	PDXL2_HUMAN	50512	9606	ENSG00000114631	PODXL2	podocalyxin like 2	protein-coding
P01213	PDYN_HUMAN	5173	9606	ENSG00000101327	PDYN	prodynorphin	protein-coding
Q5EBL8	PDZ11_HUMAN	51248	9606	ENSG00000120509	PDZD11	PDZ domain containing 11	protein-coding
Q13113	PDZ1I_HUMAN	10158	9606	ENSG00000162366	PDZK1IP1	PDZK1 interacting protein 1	protein-coding
O15018	PDZD2_HUMAN	23037	9606	ENSG00000133401	PDZD2	PDZ domain containing 2	protein-coding
Q76G19	PDZD4_HUMAN	57595	9606	ENSG00000067840	PDZD4	PDZ domain containing 4	protein-coding
Q9H5P4	PDZD7_HUMAN	79955	9606	ENSG00000186862	PDZD7	PDZ domain containing 7	protein-coding
Q8NEN9	PDZD8_HUMAN	118987	9606	ENSG00000165650	PDZD8	PDZ domain containing 8	protein-coding
Q8IXQ8	PDZD9_HUMAN	255762	9606	ENSG00000155714	PDZD9	PDZ domain containing 9	protein-coding
Q8IXQ8	PDZD9_HUMAN	255762	9606	ENSG00000284316	PDZD9	PDZ domain containing 9	protein-coding
P34995	PE2R1_HUMAN	5731	9606	ENSG00000160951	PTGER1	prostaglandin E receptor 1	protein-coding
P43116	PE2R2_HUMAN	5732	9606	ENSG00000125384	PTGER2	prostaglandin E receptor 2	protein-coding
P43115	PE2R3_HUMAN	5733	9606	ENSG00000050628	PTGER3	prostaglandin E receptor 3	protein-coding
P35408	PE2R4_HUMAN	5734	9606	ENSG00000171522	PTGER4	prostaglandin E receptor 4	protein-coding
Q15121	PEA15_HUMAN	8682	9606	ENSG00000162734	PEA15	proliferation and apoptosis adaptor protein 15	protein-coding
Q9H792	PEAK1_HUMAN	79834	9606	ENSG00000173517	PEAK1	pseudopodium enriched atypical kinase 1	protein-coding
Q6ZS72	PEAK3_HUMAN	374872	9606	ENSG00000188305	PEAK3	PEAK family member 3	protein-coding
Q5VY43	PEAR1_HUMAN	375033	9606	ENSG00000187800	PEAR1	platelet endothelial aggregation receptor 1	protein-coding
Q13951	PEBB_HUMAN	865	9606	ENSG00000067955	CBFB	core-binding factor subunit beta	protein-coding
P30086	PEBP1_HUMAN	5037	9606	ENSG00000089220	PEBP1	phosphatidylethanolamine binding protein 1	protein-coding
Q96S96	PEBP4_HUMAN	157310	9606	ENSG00000134020	PEBP4	phosphatidylethanolamine binding protein 4	protein-coding
P16284	PECA1_HUMAN	5175	9606	ENSG00000261371	PECAM1	platelet and endothelial cell adhesion molecule 1	protein-coding
Q9BY49	PECR_HUMAN	55825	9606	ENSG00000115425	PECR	peroxisomal trans-2-enoyl-CoA reductase	protein-coding
Q9H1Q7	PED1A_HUMAN	64773	9606	ENSG00000132635	PCED1A	PC-esterase domain containing 1A	protein-coding
Q96HM7	PED1B_HUMAN	91523	9606	ENSG00000179715	PCED1B	PC-esterase domain containing 1B	protein-coding
P36955	PEDF_HUMAN	5176	9606	ENSG00000132386	SERPINF1	serpin family F member 1	protein-coding
Q9UBV8	PEF1_HUMAN	553115	9606	ENSG00000162517	PEF1	penta-EF-hand domain containing 1	protein-coding
Q86TG7	PEG10_HUMAN	23089	9606	ENSG00000242265	PEG10	paternally expressed 10	protein-coding
Q9GZU2	PEG3_HUMAN	5178	9606	ENSG00000198300	PEG3	paternally expressed 3	protein-coding
Q96FA3	PELI1_HUMAN	57162	9606	ENSG00000197329	PELI1	pellino E3 ubiquitin protein ligase 1	protein-coding
Q9HAT8	PELI2_HUMAN	57161	9606	ENSG00000139946	PELI2	pellino E3 ubiquitin protein ligase family member 2	protein-coding
Q8N2H9	PELI3_HUMAN	246330	9606	ENSG00000174516	PELI3	pellino E3 ubiquitin protein ligase family member 3	protein-coding
Q9BRX2	PELO_HUMAN	53918	9606	ENSG00000152684	PELO	pelota mRNA surveillance and ribosome rescue factor	protein-coding
Q8IZL8	PELP1_HUMAN	27043	9606	ENSG00000141456	PELP1	proline, glutamate and leucine rich protein 1	protein-coding
Q9UBM1	PEMT_HUMAN	10400	9606	ENSG00000133027	PEMT	phosphatidylethanolamine N-methyltransferase	protein-coding
Q9NZ42	PEN2_HUMAN	55851	9606	ENSG00000205155	PSENEN	presenilin enhancer, gamma-secretase subunit	protein-coding
P01210	PENK_HUMAN	5179	9606	ENSG00000181195	PENK	proenkephalin	protein-coding
Q96RR1	PEO1_HUMAN	56652	9606	ENSG00000107815	TWNK	twinkle mtDNA helicase	protein-coding
P0DJD8	PEPA3_HUMAN	643834	9606	ENSG00000229859	PGA3	pepsinogen A3	protein-coding
P0DJD7	PEPA4_HUMAN	643847	9606	ENSG00000229183	PGA4	pepsinogen A4	protein-coding
P0DJD9	PEPA5_HUMAN	5222	9606	ENSG00000256713	PGA5	pepsinogen A5	protein-coding
P20142	PEPC_HUMAN	5225	9606	ENSG00000096088	PGC	progastricsin	protein-coding
P12955	PEPD_HUMAN	5184	9606	ENSG00000124299	PEPD	peptidase D	protein-coding
Q8NDH3	PEPL1_HUMAN	79716	9606	ENSG00000215440	NPEPL1	aminopeptidase like 1	protein-coding
O60437	PEPL_HUMAN	5493	9606	ENSG00000118898	PPL	periplakin	protein-coding
O15534	PER1_HUMAN	5187	9606	ENSG00000179094	PER1	period circadian regulator 1	protein-coding
O15055	PER2_HUMAN	8864	9606	ENSG00000132326	PER2	period circadian regulator 2	protein-coding
P56645	PER3_HUMAN	8863	9606	ENSG00000049246	PER3	period circadian regulator 3	protein-coding
P11678	PERE_HUMAN	8288	9606	ENSG00000121053	EPX	eosinophil peroxidase	protein-coding
P14222	PERF_HUMAN	5551	9606	ENSG00000180644	PRF1	perforin 1	protein-coding
P41219	PERI_HUMAN	5630	9606	ENSG00000135406	PRPH	peripherin	protein-coding
P22079	PERL_HUMAN	4025	9606	ENSG00000167419	LPO	lactoperoxidase	protein-coding
Q5SV97	PERM1_HUMAN	84808	9606	ENSG00000187642	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	protein-coding
P05164	PERM_HUMAN	4353	9606	ENSG00000005381	MPO	myeloperoxidase	protein-coding
Q96FX8	PERP_HUMAN	64065	9606	ENSG00000112378	PERP	p53 apoptosis effector related to PMP22	protein-coding
P07202	PERT_HUMAN	7173	9606	ENSG00000115705	TPO	thyroid peroxidase	protein-coding
O00541	PESC_HUMAN	23481	9606	ENSG00000100029	PES1	pescadillo ribosomal biogenesis factor 1	protein-coding
O60683	PEX10_HUMAN	5192	9606	ENSG00000157911	PEX10	peroxisomal biogenesis factor 10	protein-coding
O00623	PEX12_HUMAN	5193	9606	ENSG00000108733	PEX12	peroxisomal biogenesis factor 12	protein-coding
Q92968	PEX13_HUMAN	5194	9606	ENSG00000162928	PEX13	peroxisomal biogenesis factor 13	protein-coding
O75381	PEX14_HUMAN	5195	9606	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14	protein-coding
Q9Y5Y5	PEX16_HUMAN	9409	9606	ENSG00000121680	PEX16	peroxisomal biogenesis factor 16	protein-coding
P40855	PEX19_HUMAN	5824	9606	ENSG00000162735	PEX19	peroxisomal biogenesis factor 19	protein-coding
O43933	PEX1_HUMAN	5189	9606	ENSG00000127980	PEX1	peroxisomal biogenesis factor 1	protein-coding
Q7Z412	PEX26_HUMAN	55670	9606	ENSG00000215193	PEX26	peroxisomal biogenesis factor 26	protein-coding
P28328	PEX2_HUMAN	5828	9606	ENSG00000164751	PEX2	peroxisomal biogenesis factor 2	protein-coding
P56589	PEX3_HUMAN	8504	9606	ENSG00000034693	PEX3	peroxisomal biogenesis factor 3	protein-coding
Q8IYB4	PEX5R_HUMAN	51555	9606	ENSG00000114757	PEX5L	peroxisomal biogenesis factor 5 like	protein-coding
P50542	PEX5_HUMAN	5830	9606	ENSG00000139197	PEX5	peroxisomal biogenesis factor 5	protein-coding
P50542	PEX5_HUMAN	5830	9606	ENSG00000288217	PEX5	peroxisomal biogenesis factor 5	protein-coding
Q13608	PEX6_HUMAN	5190	9606	ENSG00000124587	PEX6	peroxisomal biogenesis factor 6	protein-coding
O00628	PEX7_HUMAN	5191	9606	ENSG00000112357	PEX7	peroxisomal biogenesis factor 7	protein-coding
Q96BD5	PF21A_HUMAN	51317	9606	ENSG00000135365	PHF21A	PHD finger protein 21A	protein-coding
Q96EK2	PF21B_HUMAN	112885	9606	ENSG00000056487	PHF21B	PHD finger protein 21B	protein-coding
P43088	PF2R_HUMAN	5737	9606	ENSG00000122420	PTGFR	prostaglandin F receptor	protein-coding
P10720	PF4V_HUMAN	5197	9606	ENSG00000109272	PF4V1	platelet factor 4 variant 1	protein-coding
O60925	PFD1_HUMAN	5201	9606	ENSG00000113068	PFDN1	prefoldin subunit 1	protein-coding
Q9UHV9	PFD2_HUMAN	5202	9606	ENSG00000143256	PFDN2	prefoldin subunit 2	protein-coding
P61758	PFD3_HUMAN	7411	9606	ENSG00000155959	VBP1	VHL binding protein 1	protein-coding
Q9NQP4	PFD4_HUMAN	5203	9606	ENSG00000101132	PFDN4	prefoldin subunit 4	protein-coding
Q99471	PFD5_HUMAN	5204	9606	ENSG00000123349	PFDN5	prefoldin subunit 5	protein-coding
O15212	PFD6_HUMAN	10471	9606	ENSG00000204220	PFDN6	prefoldin subunit 6	protein-coding
O15212	PFD6_HUMAN	10471	9606	ENSG00000206283	PFDN6	prefoldin subunit 6	protein-coding
O15212	PFD6_HUMAN	10471	9606	ENSG00000224782	PFDN6	prefoldin subunit 6	protein-coding
O15212	PFD6_HUMAN	10471	9606	ENSG00000235692	PFDN6	prefoldin subunit 6	protein-coding
O15212	PFD6_HUMAN	10471	9606	ENSG00000237335	PFDN6	prefoldin subunit 6	protein-coding
P17858	PFKAL_HUMAN	5211	9606	ENSG00000141959	PFKL	phosphofructokinase, liver type	protein-coding
P08237	PFKAM_HUMAN	5213	9606	ENSG00000152556	PFKM	phosphofructokinase, muscle	protein-coding
Q01813	PFKAP_HUMAN	5214	9606	ENSG00000067057	PFKP	phosphofructokinase, platelet	protein-coding
Q9BZM1	PG12A_HUMAN	81579	9606	ENSG00000123739	PLA2G12A	phospholipase A2 group XIIA	protein-coding
Q9BX93	PG12B_HUMAN	84647	9606	ENSG00000138308	PLA2G12B	phospholipase A2 group XIIB	protein-coding
Q9H720	PG2IP_HUMAN	80157	9606	ENSG00000109182	CWH43	cell wall biogenesis 43 C-terminal homolog	protein-coding
P18669	PGAM1_HUMAN	5223	9606	ENSG00000171314	PGAM1	phosphoglycerate mutase 1	protein-coding
P15259	PGAM2_HUMAN	5224	9606	ENSG00000164708	PGAM2	phosphoglycerate mutase 2	protein-coding
Q8N0Y7	PGAM4_HUMAN	441531	9606	ENSG00000226784	PGAM4	phosphoglycerate mutase family member 4	protein-coding
Q96HS1	PGAM5_HUMAN	192111	9606	ENSG00000247077	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	protein-coding
Q75T13	PGAP1_HUMAN	80055	9606	ENSG00000197121	PGAP1	post-GPI attachment to proteins inositol deacylase 1	protein-coding
Q9UHJ9	PGAP2_HUMAN	27315	9606	ENSG00000148985	PGAP2	post-GPI attachment to proteins 2	protein-coding
Q96FM1	PGAP3_HUMAN	93210	9606	ENSG00000161395	PGAP3	post-GPI attachment to proteins phospholipase 3	protein-coding
Q9BRR3	PGAP4_HUMAN	84302	9606	ENSG00000165152	PGAP4	post-GPI attachment to proteins GalNAc transferase 4	protein-coding
Q9HCN3	PGAP6_HUMAN	58986	9606	ENSG00000129925	PGAP6	post-glycosylphosphatidylinositol attachment to proteins 6	protein-coding
Q96JS3	PGBD1_HUMAN	84547	9606	ENSG00000137338	PGBD1	piggyBac transposable element derived 1	protein-coding
Q6P3X8	PGBD2_HUMAN	267002	9606	ENSG00000185220	PGBD2	piggyBac transposable element derived 2	protein-coding
Q96DM1	PGBD4_HUMAN	161779	9606	ENSG00000182405	PGBD4	piggyBac transposable element derived 4	protein-coding
Q8N414	PGBD5_HUMAN	79605	9606	ENSG00000177614	PGBD5	piggyBac transposable element derived 5	protein-coding
P98160	PGBM_HUMAN	3339	9606	ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	protein-coding
P16112	PGCA_HUMAN	176	9606	ENSG00000157766	ACAN	aggrecan	protein-coding
Q96GW7	PGCB_HUMAN	63827	9606	ENSG00000132692	BCAN	brevican	protein-coding
P15428	PGDH_HUMAN	3248	9606	ENSG00000164120	HPGD	15-hydroxyprostaglandin dehydrogenase	protein-coding
Q9H7Z7	PGES2_HUMAN	80142	9606	ENSG00000148334	PTGES2	prostaglandin E synthase 2	protein-coding
P16234	PGFRA_HUMAN	5156	9606	ENSG00000134853	PDGFRA	platelet derived growth factor receptor alpha	protein-coding
P09619	PGFRB_HUMAN	5159	9606	ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	protein-coding
Q15198	PGFRL_HUMAN	5157	9606	ENSG00000104213	PDGFRL	platelet derived growth factor receptor like	protein-coding
Q32M88	PGGHG_HUMAN	80162	9606	ENSG00000142102	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	protein-coding
P23219	PGH1_HUMAN	5742	9606	ENSG00000095303	PTGS1	prostaglandin-endoperoxide synthase 1	protein-coding
P35354	PGH2_HUMAN	5743	9606	ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	protein-coding
P00558	PGK1_HUMAN	5230	9606	ENSG00000102144	PGK1	phosphoglycerate kinase 1	protein-coding
P07205	PGK2_HUMAN	5232	9606	ENSG00000170950	PGK2	phosphoglycerate kinase 2	protein-coding
Q8NBL1	PGLT1_HUMAN	56983	9606	ENSG00000163389	POGLUT1	protein O-glucosyltransferase 1	protein-coding
P36871	PGM1_HUMAN	5236	9606	ENSG00000079739	PGM1	phosphoglucomutase 1	protein-coding
Q6PCE3	PGM2L_HUMAN	283209	9606	ENSG00000165434	PGM2L1	phosphoglucomutase 2 like 1	protein-coding
Q96G03	PGM2_HUMAN	55276	9606	ENSG00000169299	PGM2	phosphoglucomutase 2	protein-coding
Q15124	PGM5_HUMAN	5239	9606	ENSG00000154330	PGM5	phosphoglucomutase 5	protein-coding
A6NFU8	PGPIL_HUMAN	145814	9606	ENSG00000183571	PGPEP1L	pyroglutamyl-peptidase I like	protein-coding
Q9NXJ5	PGPI_HUMAN	54858	9606	ENSG00000130517	PGPEP1	pyroglutamyl-peptidase I	protein-coding
Q32NB8	PGPS1_HUMAN	9489	9606	ENSG00000087157	PGS1	phosphatidylglycerophosphate synthase 1	protein-coding
A6NDG6	PGP_HUMAN	283871	9606	ENSG00000184207	PGP	phosphoglycolate phosphatase	protein-coding
O00264	PGRC1_HUMAN	10857	9606	ENSG00000101856	PGRMC1	progesterone receptor membrane component 1	protein-coding
O15173	PGRC2_HUMAN	10424	9606	ENSG00000164040	PGRMC2	progesterone receptor membrane component 2	protein-coding
O75594	PGRP1_HUMAN	8993	9606	ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1	protein-coding
Q96PD5	PGRP2_HUMAN	114770	9606	ENSG00000161031	PGLYRP2	peptidoglycan recognition protein 2	protein-coding
Q96LB9	PGRP3_HUMAN	114771	9606	ENSG00000159527	PGLYRP3	peptidoglycan recognition protein 3	protein-coding
Q96LB8	PGRP4_HUMAN	57115	9606	ENSG00000163218	PGLYRP4	peptidoglycan recognition protein 4	protein-coding
P21810	PGS1_HUMAN	633	9606	ENSG00000182492	BGN	biglycan	protein-coding
P07585	PGS2_HUMAN	1634	9606	ENSG00000011465	DCN	decorin	protein-coding
Q92696	PGTA_HUMAN	5875	9606	ENSG00000100949	RABGGTA	Rab geranylgeranyltransferase subunit alpha	protein-coding
Q92696	PGTA_HUMAN	5875	9606	ENSG00000285193	RABGGTA	Rab geranylgeranyltransferase subunit alpha	protein-coding
P53609	PGTB1_HUMAN	5229	9606	ENSG00000164219	PGGT1B	protein geranylgeranyltransferase type I subunit beta	protein-coding
P53611	PGTB2_HUMAN	5876	9606	ENSG00000137955	RABGGTB	Rab geranylgeranyltransferase subunit beta	protein-coding
P00439	PH4H_HUMAN	5053	9606	ENSG00000171759	PAH	phenylalanine hydroxylase	protein-coding
Q9BSU1	PHAF1_HUMAN	80262	9606	ENSG00000125149	C16orf70	chromosome 16 open reading frame 70	protein-coding
Q9NWQ8	PHAG1_HUMAN	55824	9606	ENSG00000076641	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	protein-coding
Q9C0D0	PHAR1_HUMAN	221692	9606	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	protein-coding
O75167	PHAR2_HUMAN	9749	9606	ENSG00000112419	PHACTR2	phosphatase and actin regulator 2	protein-coding
Q96KR7	PHAR3_HUMAN	116154	9606	ENSG00000087495	PHACTR3	phosphatase and actin regulator 3	protein-coding
Q8IZ21	PHAR4_HUMAN	65979	9606	ENSG00000204138	PHACTR4	phosphatase and actin regulator 4	protein-coding
Q9H814	PHAX_HUMAN	51808	9606	ENSG00000164902	PHAX	phosphorylated adaptor for RNA export	protein-coding
P35232	PHB1_HUMAN	5245	9606	ENSG00000167085	PHB	prohibitin	protein-coding
Q99623	PHB2_HUMAN	11331	9606	ENSG00000215021	PHB2	prohibitin 2	protein-coding
P78364	PHC1_HUMAN	1911	9606	ENSG00000111752	PHC1	polyhomeotic homolog 1	protein-coding
